kernel/C,device/C,x/I,y/I,z/I,mb/F,time/F
NoMemory,NvidiaRuntime - GTX 780,64,1,1,36.0,0.0250000003725
Empty,NvidiaRuntime - GTX 780,64,1,1,12.0,0.0320000015199
Convolution,NvidiaRuntime - GTX 780,64,1,1,7.0,8029.45996094
Array3dAverage,NvidiaRuntime - GTX 780,16,8,1,20.7968997955,8.24100017548
VectorAdd,NvidiaRuntime - GTX 780,128,1,1,24.0,21.2660007477
Array3dAverage,NvidiaRuntime - GTX 780,32,4,1,15.625,25.1849994659
VectorAdd,NvidiaRuntime - GTX 780,128,1,1,16.0,12.8400001526
LUDecomposition,NvidiaRuntime - GTX 780,32,8,1,8.0,872.843994141
Empty,NvidiaRuntime - GTX 780,64,1,1,4.0,0.0280000008643
NoMemory,NvidiaRuntime - GTX 780,256,1,1,32.0,0.0250000003725
MatrixMultiplication,NvidiaRuntime - GTX 780,1,1,1,11.0,4533.45019531
LUDecomposition,NvidiaRuntime - GTX 780,8,64,1,20.0,3313.23999023
Empty,NvidiaRuntime - GTX 780,256,1,1,32.0,0.0289999991655
FluidSimulation,NvidiaRuntime - GTX 780,4,1,1,4.0,232.074005127
LUDecomposition,NvidiaRuntime - GTX 780,2,256,1,15.0,2403.12011719
MatrixMultiplication,NvidiaRuntime - GTX 780,32,32,1,16.0,7433.43017578
Empty,NvidiaRuntime - GTX 780,256,1,1,20.0,0.0340000018477
MatrixTranspose,NvidiaRuntime - GTX 780,1,1,1,19.0,18.156999588
Reduction,NvidiaRuntime - GTX 780,128,1,1,12.0,2.76799988747
Empty,NvidiaRuntime - GTX 780,16,1,1,8.0,0.0289999991655
MonteCarloAsian,NvidiaRuntime - GTX 780,4,8,1,15.9966001511,2222.52001953
SquareArray,NvidiaRuntime - GTX 780,128,1,1,16.0,13.8760004044
NoMemory,CUDA - GTX 780,1,1,1,44.0,0.054999999702
MatrixTranspose,CUDA - GTX 780,1,1,1,27.0,0.855000019073
NoMemory,CUDA - GTX 780,1,1,1,20.0,0.0540000014007
VectorAdd,CUDA - GTX 780,1,1,1,28.0,0.456999987364
MatrixMultiplication,CUDA - GTX 780,1,1,1,19.0,218.147003174
MatrixTranspose,CUDA - GTX 780,1,1,1,39.0,1.25600004196
VectorAdd,CUDA - GTX 780,1,1,1,36.0,0.568000018597
MatrixTranspose,CUDA - GTX 780,1,1,1,43.0,1.3789999485
SquareArray,CUDA - GTX 780,1,1,1,44.0,0.497000008821
MatrixTranspose,CUDA - GTX 780,1,1,1,23.0,0.755999982357
Empty,CUDA - GTX 780,1,1,1,28.0,0.0570000000298
Empty,CUDA - GTX 780,1,1,1,24.0,0.0560000017285
MatrixMultiplication,CUDA - GTX 780,1,1,1,7.0,57.3269996643
SquareArray,CUDA - GTX 780,1,1,1,12.0,0.158999994397
Empty,CUDA - GTX 780,1,1,1,36.0,0.0610000006855
NoMemory,CUDA - GTX 780,1,1,1,8.0,0.0560000017285
NoMemory,CUDA - GTX 780,1,1,1,4.0,0.0390000008047
NoMemory,CUDA - GTX 780,1,1,1,12.0,0.0579999983311
MatrixMultiplication,CUDA - GTX 780,1,1,1,43.0,678.864013672
MatrixMultiplication,CUDA - GTX 780,1,1,1,39.0,599.234008789
MatrixTranspose,CUDA - GTX 780,1,1,1,16.0,0.550000011921
VectorAdd,CUDA - GTX 780,1,1,1,20.0,0.338999986649
MatrixTranspose,CUDA - GTX 780,1,1,1,7.0,0.328999996185
SquareArray,CUDA - GTX 780,1,1,1,4.0,0.0769999995828
VectorAdd,CUDA - GTX 780,1,1,1,12.0,0.222000002861
SquareArray,CUDA - GTX 780,1,1,1,28.0,0.328999996185
MatrixTranspose,CUDA - GTX 780,1,1,1,31.0,0.958000004292
NoMemory,CUDA - GTX 780,1,1,1,28.0,0.054999999702
MatrixTranspose,CUDA - GTX 780,1,1,1,4.0,0.203999996185
MatrixMultiplication,CUDA - GTX 780,1,1,1,27.0,353.128997803
MatrixMultiplication,CUDA - GTX 780,1,1,1,23.0,272.354003906
MatrixMultiplication,CUDA - GTX 780,1,1,1,4.0,16.9650001526
SquareArray,CUDA - GTX 780,1,1,1,24.0,0.287999987602
Empty,CUDA - GTX 780,1,1,1,40.0,0.0410000011325
VectorAdd,CUDA - GTX 780,1,1,1,4.0,0.104000002146
Empty,CUDA - GTX 780,1,1,1,44.0,0.0599999986589
NoMemory,CUDA - GTX 780,1,1,1,24.0,0.054999999702
VectorAdd,CUDA - GTX 780,1,1,1,8.0,0.163000002503
MatrixMultiplication,CUDA - GTX 780,1,1,1,36.0,395.291992188
Empty,CUDA - GTX 780,1,1,1,16.0,0.0630000010133
NoMemory,CUDA - GTX 780,1,1,1,16.0,0.0579999983311
MatrixTranspose,CUDA - GTX 780,1,1,1,11.0,0.449000000954
VectorAdd,CUDA - GTX 780,1,1,1,32.0,0.510999977589
SquareArray,CUDA - GTX 780,1,1,1,20.0,0.245000004768
SquareArray,CUDA - GTX 780,1,1,1,8.0,0.118000000715
SquareArray,CUDA - GTX 780,1,1,1,36.0,0.428999990225
SquareArray,CUDA - GTX 780,1,1,1,40.0,0.456999987364
NoMemory,CUDA - GTX 780,1,1,1,40.0,0.0399999991059
NoMemory,CUDA - GTX 780,1,1,1,36.0,0.0619999989867
Empty,CUDA - GTX 780,1,1,1,12.0,0.0649999976158
VectorAdd,CUDA - GTX 780,1,1,1,24.0,0.404000014067
VectorAdd,CUDA - GTX 780,1,1,1,16.0,0.286000013351
Empty,CUDA - GTX 780,1,1,1,4.0,0.0450000017881
NoMemory,CUDA - GTX 780,1,1,1,32.0,0.0579999983311
SquareArray,CUDA - GTX 780,1,1,1,32.0,0.370999991894
MatrixMultiplication,CUDA - GTX 780,1,1,1,11.0,113.224998474
MatrixTranspose,CUDA - GTX 780,1,1,1,36.0,1.10699999332
Empty,CUDA - GTX 780,1,1,1,32.0,0.0640000030398
MatrixMultiplication,CUDA - GTX 780,1,1,1,16.0,133.776000977
VectorAdd,CUDA - GTX 780,1,1,1,40.0,0.629999995232
MatrixMultiplication,CUDA - GTX 780,1,1,1,31.0,387.589996338
Empty,CUDA - GTX 780,1,1,1,20.0,0.0590000003576
MatrixTranspose,CUDA - GTX 780,1,1,1,19.0,0.624000012875
Empty,CUDA - GTX 780,1,1,1,8.0,0.0560000017285
VectorAdd,CUDA - GTX 780,1,1,1,44.0,0.684000015259
SquareArray,CUDA - GTX 780,1,1,1,16.0,0.206000000238
LUDecomposition,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,512,1,34.0,8514.25
NoMemory,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,44.0,0.331999987364
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,41.0,127.693000793
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,36.0,42.8100013733
LUDecomposition,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,2,1,2.0,229.809997559
LUDecomposition,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,64,1,40.0,11132.2001953
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,27.0,90.3730010986
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,42.0,126.166999817
NoMemory,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,20.0,0.282000005245
FluidSimulation,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,24.0,938.431030273
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,13.0,812.739990234
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,28.0,99.0469970703
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,39.0,324969.0
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,16,2,1.95311999321,18.0620002747
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,14.0,8.32900047302
LUDecomposition,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,32,1,12.0,1964.86999512
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,2,13.932299614,46.8129997253
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,19.0,1373.56994629
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,17.0,54.6339988708
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,39.0,113.211997986
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,4,1,20.022600174,869.763977051
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,25.0,164829.0
FluidSimulation,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,44.0,1499.52001953
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,4,28.7229003906,40.9949989319
FWT,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,1.0,32.4799995422
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,11.0,52130.8984375
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,36.0,112.638999939
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,4,5.95434999466,23.5949993134
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,43.0,128.598007202
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,17.0,1144.18005371
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,44.0,136.093994141
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,43.0,364556.0
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,19.0,1398.7199707
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,13.0,44.3720016479
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,4,1,23.0,71.3470001221
Empty,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,28.0,0.351000010967
Empty,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,24.0,0.25799998641
FluidSimulation,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,16.0,579.78302002
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,7.0,500.611999512
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,32.0,32.9430007935
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,6.0,17.2070007324
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,39.0,2826.47998047
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,18.0,59.1920013428
FluidSimulation,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,8.0,367.644012451
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,12.0,50.6990013123
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,22.0,71.1640014648
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,2,29.6112003326,116.199996948
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,21.0,1509.30004883
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,8,8,3.375,2.84999990463
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,32,1,8.0,407.641998291
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,4,2,1.0,4.66599988937
Empty,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,36.0,0.31400001049
NoMemory,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,8.0,0.226999998093
NoMemory,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,4.0,0.178000003099
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,41.9900016785,1946.34997559
NBody,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,16.0,311437.0
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,23.0,146728.0
NoMemory,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,12.0,0.296000003815
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,37.0,114.152000427
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.0,247335.0
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,8,1,38.0083007812,1480.61999512
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,11.997300148,492.973999023
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,43.0,17643.1992188
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,38.0,20.4759998322
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,5.0,286.234985352
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,39.0,15985.0996094
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,8,4,38.4434013367,57.422000885
FluidSimulation,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,20.0,777.411010742
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,26.0,78.875
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,4,1,28.007900238,1096.61999512
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,16.0,69.8929977417
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,25.0,2365.48999023
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,1,1,4.0,383.635986328
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,4,2,8.0,28.9290008545
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,22.0,42.891998291
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,4,1,3.99915003777,169.132995605
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,4,1,37.0,9057.88964844
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,11.0,847.007995605
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,17.7667999268,81.6949996948
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,22.0,70.7750015259
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,27.8526000977,86.3899993896
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,2,19.410900116,37.6290016174
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,3.93028998375,18.8710002899
NBody,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,28.0,954650.0
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.0,94.4710006714
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,20.0,78.7880020142
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,19.0,111613.0
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,2,35.3278999329,63.2229995728
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,2,8,13.3964996338,47.516998291
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,9.0,711.416015625
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,4,16,11.3906002045,44.8650016785
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,16,4,5.35937976837,49.733001709
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,1.0,3638.80004883
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,6.01610994339,243.5
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.0,2405.61010742
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,34.0,100.333999634
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,4,1,7.0,29.031999588
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,4,8,9.59570026398,28.3519992828
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,32.0,1513.77001953
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,25.9988002777,1025.66003418
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,30.0,15.3979997635
FluidSimulation,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,36.0,1228.76000977
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,4.0,10.9879999161
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,12.0,50.1529998779
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,38.0,122.032997131
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,28.0,82.4570007324
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,2.0,1.26499998569
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,32,1,16.0,80484.3984375
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,24.0,26.8190002441
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,16,1,31.0,105.277000427
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,2,41.7368011475,124.717002869
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,2,40.6189002991,48.1139984131
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,8,8,34.3280982971,53.8709983826
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,21.5139007568,38.9900016785
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,2,1,36.3469009399,43.6910018921
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,0,0,0,0.00195311999414,-1.0
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,4,8,27.0,59.3339996338
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,8.0,5.20900011063
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,10.0198001862,436.415985107
NBody,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,36.0,1578980.0
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,14.0,43.8269996643
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,6.0,19.1280002594
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,29.0,104.290000916
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,37.0,2598.80004883
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.0,9295.04003906
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,26.0,75.4720001221
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,2,11.8718996048,42.4879989624
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,32,1,4.0,10399.5996094
NBody,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,1,1,20.0,486682.0
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,8,1,7.0,28391.9003906
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,19.7513999939,78.5080032349
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,40.0,20.6149997711
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,23.0,1644.56005859
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,18.0,11.9530000687
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,17.0,94648.1015625
NoMemory,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,28.0,0.349000006914
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,17.0,1214.56005859
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.8353996277,101.495002747
MatrixTranspose,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,2,1,4.0,13.954000473
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,27.0,2915.12988281
FluidSimulation,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,12.0,502.696014404
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,28.0,25.8220005035
LUDecomposition,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,128,1,3.0,517.132995605
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,25.0,1793.10998535
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,5.0,18736.6992188
FWT,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,4.0,146.242004395
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,2,1,23.0,1679.23999023
NBody,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,4.0,19487.8007812
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,30.0,104.783996582
LUDecomposition,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,64,1,28.0,6368.29980469
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,2,8,18.0879001617,23.5060005188
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,4.0,232.544998169
SquareArray,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,24.0,75.5049972534
Empty,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,40.0,0.32800000906
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,4.0,17.8010005951
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,4,3.81469988823,7.36999988556
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,20.0,11.5530004501
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,41.0,341355.0
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,35.8349990845,111.858001709
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,41.0,3012.04003906
Empty,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,44.0,0.416999995708
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,24.0102996826,990.70300293
MonteCarloAsian,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,4,1,14.0284004211,602.95098877
FloydWarshall,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,9.0,39623.3984375
NoMemory,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,24.0,0.185000002384
VectorAdd,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,8.0,29.2749996185
Reduction,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,16.0,31.2159996033
FluidSimulation,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,40.0,1392.69995117
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,1.0,60.4550018311
MatrixMultiplication,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,36.0,12134.0996094
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,37.9118995667,128.350006104
Convolution,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,31.0,2100.40991211
NBody,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,24.0,701108.0
Array3dAverage,AmdRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,21.8785991669,75.5230026245
